UrusanPemerintahan,Organisasi,KodeRekening,Uraian,Jumlah
1.01 Pendidikan,1.01.004 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKPUS,1.01 004 06 008,Pemeliharaan atap genteng,141.547.396
1.01 Pendidikan,1.01.004 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKPUS,1.01 004 06 010,Pemeliharaan Ruang Praktek Program Keahlian Teknik Listrik,99.815.038
1.01 Pendidikan,1.01.004 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKPUS,1.01 004 06 011,Pemeliharaan Instalasi Listrik Kantor,74.884.755
1.01 Pendidikan,1.01.004 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKPUS,1.01 004 06 012,Pemeliharaan peralatan praktik 7 Program keahlian,65.486.180
1.01 Pendidikan,1.01.004 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKPUS,1.01 004 06 013,Pengecatan gedung kantor Puslatdikjur Jakarta Pusat,190.218.850
1.01 Pendidikan,1.01.004 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKPUS,1.01 004 06 014,Pengadaan Sarana Penunjang Pendidikan,1.023.196.350
1.01 Pendidikan,1.01.004 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKPUS,1.01 004 06 015,Perencanaan dan Pembangunan Prasarana Pendidikan,1.856.861.148
1.01 Pendidikan,1.01.004 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKPUS,1.01 004 07 001,Penyelenggaraan Operasional Kantor Pusat Pelatihan Pendidikan Kejuruan (Puslatdikjur) Jakarta Pusat,1.572.593.434
1.01 Pendidikan,1.01.004 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKPUS,1.01 004 07 004,Pembinaan Pegawai dan kerohanian,49.661.500
1.01 Pendidikan,1.01.004 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKPUS,1.01 004 07 006,Pemeliharaan Musolla,144.440.526
1.01 Pendidikan,1.01.004 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKPUS,1.01 004 08 001,Penyediaan Jasa TALI dan IPAL (12 Bulan),438.970.435
1.01 Pendidikan,1.01.005 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKBAR,1.01 005 00 000 5,BELANJA DAERAH,15.603.700.372
1.01 Pendidikan,1.01.005 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKBAR,1.01 005 05 001,Pembinaan dan Pengembangan Prestasi Peserta Didik,2.007.026.778
1.01 Pendidikan,1.01.005 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKBAR,1.01 005 05 002,Pembinaan Kompetensi Guru,4.752.249.600
1.01 Pendidikan,1.01.005 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKBAR,1.01 005 05 004,Pelimpahan Kewenangan,2.788.191.700
1.01 Pendidikan,1.01.005 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKBAR,1.01 005 06 001,Perencanaan dan Pembangunan Prasarana Pendidikan,799.999.585
1.01 Pendidikan,1.01.005 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKBAR,1.01 005 06 002,Pemeliharaan Meubelair dan Alat Pelengkapan Kantor,199.993.020
1.01 Pendidikan,1.01.005 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKBAR,1.01 005 06 003,"Pemeliharaan dan Perbaikan (Ruang Gedung Pelatihan Guru, bengkel praktik Otomotif, CNC , Kendaraan praktik, Pagar , Perawatan Mesin CNC dan peningkatan jaringan internet)",2.484.285.956
1.01 Pendidikan,1.01.005 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKBAR,1.01 005 06 004,Pengadaan Sarana Penunjang Pendidikan,1.049.985.214
1.01 Pendidikan,1.01.005 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKBAR,1.01 005 07 002,Koordinasi dengan instansi terkait dalam peningkatan kemitraan,149.998.500
1.01 Pendidikan,1.01.005 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKBAR,1.01 005 08 001,Penyelenggaraan Operasional Kantor Pusat Pelatihan Pendidikan Kejuruan (Puslatdikjur) Jakarta Barat,949.984.647
1.01 Pendidikan,1.01.005 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKBAR,1.01 005 08 002,Penyediaan Jasa TALI dan IPAL (12 Bulan),371.987.372
1.01 Pendidikan,1.01.005 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKBAR,1.01 005 14 001,Pembinaan Pegawai Puslatdikjur Jakbar,49.998.000
1.01 Pendidikan,1.01.006 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKSEL,1.01 006 00 000 5,BELANJA DAERAH,14.727.190.286
1.01 Pendidikan,1.01.006 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKSEL,1.01 006 05 001,Pembinaan dan Pengembangan Prestasi Peserta Didik,2.861.428.469
1.01 Pendidikan,1.01.006 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKSEL,1.01 006 05 002,Pembinaan Kompetensi Guru,6.542.623.914
1.01 Pendidikan,1.01.006 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKSEL,1.01 006 05 003,Pelimpahan Kewenangan,2.381.243.698
1.01 Pendidikan,1.01.006 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKSEL,1.01 006 06 002,Pembangunan Pagar Pembatas Kantor Puslatdikjur Jakarta Selatan,199.998.971
1.01 Pendidikan,1.01.006 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKSEL,1.01 006 06 003,Pemeliharaan Jaringan Internet Kantor Puslatdikjur Jakarta Selatan,124.949.000
1.01 Pendidikan,1.01.006 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKSEL,1.01 006 06 004,"Pemeliharaan Meubelair, CCTV, Mesin Absensi, Mesin Hitung, Instalasi Listrik, Genset",149.995.384
1.01 Pendidikan,1.01.006 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKSEL,1.01 006 06 005,Pemeliharaan Peralatan Lab. Praktek Puslatdikjur Jakarta Selatan,99.961.895
1.01 Pendidikan,1.01.006 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKSEL,1.01 006 06 006,Pengadaan Sarana Penunjang Pendidikan,779.994.573
1.01 Pendidikan,1.01.006 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKSEL,1.01 006 08 001,Penyelenggaraan Operasional Kantor Pusat Pelatihan Pendidikan Kejuruan (Puslatdikjur) Jakarta Selatan,1.383.360.842
1.01 Pendidikan,1.01.006 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKSEL,1.01 006 08 002,Penyediaan Jasa TALI dan IPAL (12 Bulan),203.633.540
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 00 000 5,BELANJA DAERAH,12.563.779.220
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 05 001,Pembinaan dan Pengembangan Prestasi Peserta Didik,1.678.989.024
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 05 002,Pembinaan Kompetensi Guru,4.319.218.880
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 05 004,Pelimpahan Kewenangan,2.325.388.200
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 05 005,Pembinaan Kelembagaan Penunjang Mutu Pendidikan,598.685.100
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 001,Rehab aula Serbaguna Puslatdikjur Jakarta Utara,999.584.349
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 002,Rehab selasar beton ruang teknik mesin,184.996.393
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 003,rehab atap plafon ruang praktik,299.905.119
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 005,Pemeliharaan WC Kantor,16.870.910
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 007,Pemeliharaan peralatan teknik otomotif,29.710.820
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 008,Pemeliharaan peralatan Teknik Las,39.275.540
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 009,Pemeliharaan peralatan teknik Mesin,28.764.000
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 010,Pemeliharaan peralatan Teknologi Informasi,29.939.500
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 011,Pemeliharaan peralatan teknik Listrik,29.122.276
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 012,Pemeliharaan peralatan Teknik Bangunan,28.000.000
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 013,Pemeliharaan instalasi Listrik Kantor,194.953.278
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 014,Pemeliharaan Website,24.090.000
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 015,Pengadaan Sarana Penunjang Pendidikan,322.511.200
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 016,Pemeliharaan Taman,49.843.052
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 06 017,Pemeliharaan Saluran air Kantor,47.533.171
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 07 002,Koordinasi Kegiatan Puslatdikjur Jakarta Utara,94.260.000
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 08 001,Penyelenggaraan Operasional Kantor Pusat Pelatihan Pendidikan Kejuruan (Puslatdikjur) Jakarta Utara,651.760.000
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 08 002,Penyediaan Jasa TALI dan IPAL (12 Bulan),361.263.408
1.01 Pendidikan,1.01.007 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKUT & Kep.Seribu,1.01 007 14 001,Pengembangan Wawasan dan Pembinaan Pegawai,209.115.000
1.01 Pendidikan,1.01.008 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKTIM,1.01 008 00 000 5,BELANJA DAERAH,18.073.092.878
1.01 Pendidikan,1.01.008 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKTIM,1.01 008 05 001,Pembinaan dan Pengembangan Prestasi Peserta Didik,2.431.820.485
1.01 Pendidikan,1.01.008 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKTIM,1.01 008 05 002,Pembinaan Kompetensi Guru,6.159.926.274
1.01 Pendidikan,1.01.008 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKTIM,1.01 008 05 003,Pelimpahan Kewenangan,2.352.253.500
1.01 Pendidikan,1.01.008 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKTIM,1.01 008 06 001,"Perawatan dan Perbaikan Peralatan Praktik Laboratorium (Audio Vidio, Multimedia, Akuntansi, Administrasi Perkantoran, Bengkel Listrik, Laboratorium Tehnik Pendingin Bengkel Mesin, Bengkel Ototronik Otomotif, Laboratorium CNC, Bengkel Tehnik Kendaraan Ringan dan Sepeda Motor",499.708.102
1.01 Pendidikan,1.01.008 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKTIM,1.01 008 06 002,Pemeliharaan Gedung dan Peralatan Kantor Puslatdikjur Jakarta Timur,139.983.015
1.01 Pendidikan,1.01.008 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKTIM,1.01 008 06 003,"Pengadaan Mesin CNC, Laboratorium/Bengkel Praktik Mobile, Interior dan Peralatan TUK Mobile",3.999.854.900
1.01 Pendidikan,1.01.008 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKTIM,1.01 008 07 002,Koordinasi dengan instansi terkait dalam rangka peningkatan kemitraan,91.753.000
1.01 Pendidikan,1.01.008 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKTIM,1.01 008 08 001,Penyelenggaraan Operasional Kantor Pusat Pelatihan Pendidikan Kejuruan (Puslatdikjur) Jakarta Timur,2.044.879.602
1.01 Pendidikan,1.01.008 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKTIM,1.01 008 08 002,Penyediaan Jasa TALI dan IPAL (12 Bulan),201.454.000
1.01 Pendidikan,1.01.008 Pusat Pengembangan Kompetensi Guru dan Kejuruan - JAKTIM,1.01 008 14 001,Pembinaan Rohani dan Pembinaan Pegawai Puslatdikjur Jakarta Timur,151.460.000
1.01 Pendidikan,1.01.009 Pusat Pelatihan dan Pengembangan Pendidikan Nonformal dan Informal (P3PNFI),1.01 009 00 000 5,BELANJA DAERAH,13.834.790.891
1.01 Pendidikan,1.01.009 Pusat Pelatihan dan Pengembangan Pendidikan Nonformal dan Informal (P3PNFI),1.01 009 03 001,Pembinaan Penyelenggaraan Pendidikan Non Formal dan Informal,9.499.996.472
1.01 Pendidikan,1.01.009 Pusat Pelatihan dan Pengembangan Pendidikan Nonformal dan Informal (P3PNFI),1.01 009 06 001,"Revitalisasi Gedung (SKB Jakarta Selatan, Gedung PAUD di P3PNFI )",999.993.796
1.01 Pendidikan,1.01.009 Pusat Pelatihan dan Pengembangan Pendidikan Nonformal dan Informal (P3PNFI),1.01 009 06 002,Penataan Taman di Lingkungan P3PNFi,48.852.563
1.01 Pendidikan,1.01.009 Pusat Pelatihan dan Pengembangan Pendidikan Nonformal dan Informal (P3PNFI),1.01 009 06 003,Pengadaan Sarana Penunjang Pendidikan,399.619.000
1.01 Pendidikan,1.01.009 Pusat Pelatihan dan Pengembangan Pendidikan Nonformal dan Informal (P3PNFI),1.01 009 07 001,"Pengendalian Administrasi (P3PNFI, SKB Jakarta Selatan, SKB Jakarta Timur, SKB Jakarta Barat, SKB Jakarta Utara, SKB Jakarta Pusat)",499.410.525
1.01 Pendidikan,1.01.009 Pusat Pelatihan dan Pengembangan Pendidikan Nonformal dan Informal (P3PNFI),1.01 009 08 001,Penyelenggaraan Operasional Kantor Pusat Pelatihan dan Pengembangan Pendidikan Nonformal dan Informal (P3PNFI),1.109.940.375
1.01 Pendidikan,1.01.009 Pusat Pelatihan dan Pengembangan Pendidikan Nonformal dan Informal (P3PNFI),1.01 009 08 002,Penyediaan Jasa TALI dan IPAL (12 Bulan),1.181.446.160
1.01 Pendidikan,1.01.009 Pusat Pelatihan dan Pengembangan Pendidikan Nonformal dan Informal (P3PNFI),1.01 009 14 001,Pengembangan Wawasan dan Pembinaan Pegawai,95.532.000
1.01 Pendidikan,1.01.020 Sudin Pendidikan - Kep. Seribu,1.01 020 00 000 5,BELANJA DAERAH,17.952.875.139
1.01 Pendidikan,1.01.020 Sudin Pendidikan - Kep. Seribu,1.01 020 02 001,Penyediaan Biaya Operasional (BOP) SDN/MIN,3.038.016.000
1.01 Pendidikan,1.01.020 Sudin Pendidikan - Kep. Seribu,1.01 020 02 002,Penyediaan Biaya Operasional (BOP) SMPN/MTsN,2.510.136.000
1.01 Pendidikan,1.01.020 Sudin Pendidikan - Kep. Seribu,1.01 020 02 003,Penyediaan Biaya Operasional (BOP) SMAN,2.776.704.000
1.01 Pendidikan,1.01.020 Sudin Pendidikan - Kep. Seribu,1.01 020 02 004,Penyediaan Biaya Operasional (BOP) SMKN,1.754.880.000
1.01 Pendidikan,1.01.020 Sudin Pendidikan - Kep. Seribu,1.01 020 05 001,"Pembinaan, Pengawasan dan Pengendalian Pendidikan Kepulauan Seribu",3.361.364.820
1.01 Pendidikan,1.01.020 Sudin Pendidikan - Kep. Seribu,1.01 020 05 002,Pelayanan Pendidikan Masyarakat Kepulauan Seribu,2.024.386.634
1.01 Pendidikan,1.01.020 Sudin Pendidikan - Kep. Seribu,1.01 020 05 003,Penyelenggaraan dan Partisipasi Event Pendidikan Kepulauan Seribu,907.384.500
1.01 Pendidikan,1.01.020 Sudin Pendidikan - Kep. Seribu,1.01 020 06 001,Perawatan Laboratorium Bahasa SD/SMP,153.467.540
1.01 Pendidikan,1.01.020 Sudin Pendidikan - Kep. Seribu,1.01 020 06 002,Perawatan Rudin Transit Guru kepulauan Seribu,207.546.620
1.01 Pendidikan,1.01.020 Sudin Pendidikan - Kep. Seribu,1.01 020 08 001,Penyelenggaraan Operasional Kantor Sudin Pendidikan Kepulauan Seribu,224.859.545
1.01 Pendidikan,1.01.020 Sudin Pendidikan - Kep. Seribu,1.01 020 08 002,Penyediaan Jasa TALI dan IPAL (12 Bulan),254.992.980
1.01 Pendidikan,1.01.020 Sudin Pendidikan - Kep. Seribu,1.01 020 10 001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,524.966.500
1.01 Pendidikan,1.01.020 Sudin Pendidikan - Kep. Seribu,1.01 020 10 002,Perawatan Kapal Sudin Pendidikan,214.170.000
1.01 Pendidikan,"1.01.026 Pusat Perencanaan, Pengendalian Pendanaan Pendidikan Personal dan Operasional",1.01 026 00 000 5,BELANJA DAERAH,6.000.000.000
1.01 Pendidikan,"1.01.026 Pusat Perencanaan, Pengendalian Pendanaan Pendidikan Personal dan Operasional",1.01 026 02 001,"Pengelolaan Dana Kartu Jakarta Pintar (KJP), Bantuan Operasional Pendidikan (BOP) dan Belanja Operasional Sekolah (BOS)",6.000.000.000
1.01 Pendidikan,1.01.027 Pusat Data dan Informasi,1.01 027 00 000 5,BELANJA DAERAH,2.304.084.036
1.01 Pendidikan,1.01.027 Pusat Data dan Informasi,1.01 027 02 001,"Pelaksanaan Penerimaan Peserta Didik Baru SD, SMP, SMA/ SMK",2.054.280.986
1.01 Pendidikan,1.01.027 Pusat Data dan Informasi,1.01 027 06 001,Pemeliharaan Sarana dan Prasarana Pendidikan,249.803.050
1.01 Pendidikan,1.01.029 Sekolah Menengah Atas Negeri Unggulan Mohammad Husni Thamrin,1.01 029 00 000 5,BELANJA DAERAH,11.998.425.748
1.01 Pendidikan,1.01.029 Sekolah Menengah Atas Negeri Unggulan Mohammad Husni Thamrin,1.01 029 05 001,Biaya Operasional SMA Negeri Mohammad Husni Thamrin Jakarta,11.998.425.748
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 00 000 5,BELANJA DAERAH,128.596.682.181
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 01 040,Rehabilitasi Gedung SMK Negeri SMK 16 Jakarta,3.052.590.198
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 02 001,Penyediaan Biaya Operasional Pendidikan (BOP) SDN/MIN,19.200.000.000
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 02 002,Tambahan BOP untuk sekolah berprestasi (SDN/MIN) dengan jumlah 30 % dari anggaran BOP,864.000.000
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 02 003,Penyediaan Biaya Operasional Pendidikan (BOP) SMPN/MTsN,14.506.680.000
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 02 004,Tambahan BOP untuk sekolah berprestasi (SMPN/MTsN) dengan jumlah 30 % dari anggaran BOP,660.000.000
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 02 005,Penyediaan Biaya Operasional Pendidikan SMA dan MA Negeri Jakarta Pusat,23.692.800.000
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 02 006,Penyediaan Biaya Operasional Pendidikan (BOP) SMK Negeri di Jakarta Pusat,24.979.200.000
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 02 007,Penyediaan Biaya Operasional Kinerja SDN,864.000.000
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 02 008,Penyediaan Biaya Operasional Kinerja SMPN,660.000.000
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 02 009,Penyediaan Biaya Operasional Kinerja SMAN,739.200.000
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 02 010,Penyediaan Biaya Operasional Kinerja SMKN,1.092.000.000
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 03 001,Pelimpahan kewenangan dari dinas pendidikan,529.995.780
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 05 001,Penyelenggaraan dan Partisipasi Event Pendidikan Jakarta Pusat I,689.699.077
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 001,Perawatan Berat Gedung SDN Pasar Baru 01/02/03 /04/05/13,1.450.562.768
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 002,Perawatan Berat Gedung SDN Gondangdia 01 (Pendopo),769.390.194
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 003,Perawatan Berat Gedung SDN Kartini 01/02,995.834.413
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 004,Perawatan Berat SDN Kebon Kelapa 01,1.172.722.998
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 005,Perawatan Berat SDN Cideng 07,1.060.379.925
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 006,Perawatan Berat SDN Karet Tengsin 21,1.002.295.562
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 007,Perawatan Berat SDN Kebom Melati 01-03,1.245.565.781
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 008,Perawatan Berat SDN Kampung Bali 01/02,1.096.291.654
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 010,Perawatan Berat Gedung SDN Gambir 01/TK Merdeka Timur,1.320.811.874
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 011,Perawatan Berat Gedung SDN Petojo Selatan 06,1.100.893.490
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 012,Perawatan Berat Gedung SDN Cideng 04/09/10,1.295.798.202
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 013,Perawatan Berat Gedung SDN Karet Tengsin 09,1.049.201.172
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 014,Perawatan Berat Gedung SDN Bendungan Hilir 12 Pg,1.131.547.848
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 015,Perawatan Berat Gedung SDN Bendungan Hilir 05 Pg,1.320.807.575
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 016,Perawatan Berat Gedung SDN Kebon Kacang 01/02/03,637.519.702
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 018,Rehab Berat Rumah Dinas Jaga SDN Gondangdia 03,95.116.814
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 019,Rehab Berat Rumah Dinas Jaga SDN Kebon Sirih 04,92.653.050
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 020,Perawatan gedung Kantor Kasie Dikdas Kecamatan Tanah Abang,1.053.566.786
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 021,Perawatan gedung Kantor Kasie Dikdas Kecamatan Gambir,1.219.578.060
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 022,Perawatan Berat Gedung TK Negeri Cilacap,151.441.155
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 023,Perawatan Berat Gedung TK Negeri Basuki,140.505.385
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 024,Perawatan Pagar / Halaman Kantor Kasie Dikdas Kecamatan Gambir,129.441.674
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 025,Perbaikan Lapangan Bola Basket SDN Petojo Utara 13,120.031.177
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 027,Rehab Berat Rumah Dinas Jaga SDN Duri Pulo 02,91.802.837
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 028,Rehab Berat Rumah Dinas Jaga SDN Cideng 07,125.665.175
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 029,Rehab Berat Rumah Dinas Jaga SDN Petamburan 07,161.056.965
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 030,Rehab Berat Rumah Dinas Jaga SDN Kampung Bali 03,116.354.525
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 031,Rehab Berat Rumah Dinas Jaga SDN Karet Tengsin 21,136.595.939
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 032,Rehab Berat Rumah Dinas Jaga SDN Kebon Kelapa 01,131.791.635
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 033,Rehab Berat Rumah Dinas Jaga SDN Karet Tengsin 09,137.127.457
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 034,Rehabilitasi Gedung SMK Negeri 19,2.899.976.036
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 035,Rehabilitasi Gedung SMA Negeri 24 Jakarta,3.665.868.731
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 036,Pengadaan Sarana Pendidikan Dasar Jakarta Pusat,2.454.683.165
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 037,Rehab pagar sekolah di kec. Tanah Abang,969.618.025
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 038,Rehab pagar sekolah di kec. Gambir,970.415.194
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 039,Perawatan berat gedung SMPN 1,2.842.626.249
1.01 Pendidikan,1.01.030 Sudin Pendidikan I - JAKPUS,1.01 030 06 040,Rehab berat gedung SMP Negeri 60,1.177.259.949
